"------------------------------------------------------------------------------------------ "
"  Spline of the atmospheric CO2 record based on ice core data before 1958,                 "
"  (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and                              "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1958 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  in situ data is based on simple average of Mauna Loa and South Pole from values on Jan 1 "
"                                                                                           "   
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Sample Date,       CO2                                                                  "
"   (year CE),        (ppm)                                                                 "
   1, 276.064
   2, 276.112
   3, 276.163
   4, 276.218
   5, 276.276
   6, 276.337
   7, 276.399
   8, 276.464
   9, 276.531
  10, 276.599
  11, 276.668
  12, 276.737
  13, 276.808
  14, 276.878
  15, 276.948
  16, 277.017
  17, 277.086
  18, 277.153
  19, 277.219
  20, 277.283
  21, 277.345
  22, 277.405
  23, 277.461
  24, 277.515
  25, 277.565
  26, 277.612
  27, 277.654
  28, 277.692
  29, 277.726
  30, 277.754
  31, 277.777
  32, 277.796
  33, 277.810
  34, 277.820
  35, 277.825
  36, 277.827
  37, 277.826
  38, 277.821
  39, 277.813
  40, 277.802
  41, 277.788
  42, 277.773
  43, 277.755
  44, 277.735
  45, 277.714
  46, 277.692
  47, 277.668
  48, 277.644
  49, 277.619
  50, 277.593
  51, 277.568
  52, 277.543
  53, 277.518
  54, 277.494
  55, 277.471
  56, 277.449
  57, 277.428
  58, 277.408
  59, 277.390
  60, 277.374
  61, 277.358
  62, 277.344
  63, 277.331
  64, 277.319
  65, 277.309
  66, 277.299
  67, 277.291
  68, 277.283
  69, 277.277
  70, 277.272
  71, 277.267
  72, 277.264
  73, 277.262
  74, 277.260
  75, 277.260
  76, 277.260
  77, 277.261
  78, 277.262
  79, 277.265
  80, 277.268
  81, 277.272
  82, 277.276
  83, 277.282
  84, 277.287
  85, 277.294
  86, 277.300
  87, 277.308
  88, 277.315
  89, 277.324
  90, 277.332
  91, 277.341
  92, 277.351
  93, 277.360
  94, 277.370
  95, 277.381
  96, 277.391
  97, 277.402
  98, 277.413
  99, 277.423
 100, 277.435
 101, 277.446
 102, 277.457
 103, 277.468
 104, 277.479
 105, 277.490
 106, 277.502
 107, 277.513
 108, 277.524
 109, 277.536
 110, 277.547
 111, 277.560
 112, 277.572
 113, 277.585
 114, 277.599
 115, 277.613
 116, 277.628
 117, 277.643
 118, 277.660
 119, 277.677
 120, 277.696
 121, 277.715
 122, 277.736
 123, 277.757
 124, 277.781
 125, 277.805
 126, 277.831
 127, 277.858
 128, 277.887
 129, 277.917
 130, 277.950
 131, 277.984
 132, 278.019
 133, 278.057
 134, 278.097
 135, 278.139
 136, 278.183
 137, 278.229
 138, 278.277
 139, 278.327
 140, 278.379
 141, 278.433
 142, 278.488
 143, 278.544
 144, 278.602
 145, 278.661
 146, 278.720
 147, 278.781
 148, 278.842
 149, 278.903
 150, 278.965
 151, 279.027
 152, 279.089
 153, 279.152
 154, 279.214
 155, 279.275
 156, 279.336
 157, 279.397
 158, 279.456
 159, 279.515
 160, 279.573
 161, 279.629
 162, 279.685
 163, 279.738
 164, 279.790
 165, 279.841
 166, 279.889
 167, 279.935
 168, 279.979
 169, 280.021
 170, 280.061
 171, 280.098
 172, 280.133
 173, 280.167
 174, 280.198
 175, 280.228
 176, 280.256
 177, 280.283
 178, 280.308
 179, 280.332
 180, 280.354
 181, 280.376
 182, 280.397
 183, 280.417
 184, 280.436
 185, 280.454
 186, 280.472
 187, 280.490
 188, 280.507
 189, 280.524
 190, 280.541
 191, 280.558
 192, 280.575
 193, 280.592
 194, 280.610
 195, 280.628
 196, 280.646
 197, 280.666
 198, 280.686
 199, 280.707
 200, 280.729
 201, 280.752
 202, 280.776
 203, 280.802
 204, 280.829
 205, 280.857
 206, 280.887
 207, 280.916
 208, 280.947
 209, 280.978
 210, 281.009
 211, 281.041
 212, 281.072
 213, 281.103
 214, 281.134
 215, 281.163
 216, 281.193
 217, 281.221
 218, 281.248
 219, 281.274
 220, 281.299
 221, 281.322
 222, 281.343
 223, 281.363
 224, 281.380
 225, 281.394
 226, 281.407
 227, 281.417
 228, 281.423
 229, 281.428
 230, 281.429
 231, 281.427
 232, 281.423
 233, 281.416
 234, 281.407
 235, 281.395
 236, 281.382
 237, 281.365
 238, 281.348
 239, 281.327
 240, 281.306
 241, 281.282
 242, 281.257
 243, 281.230
 244, 281.202
 245, 281.173
 246, 281.142
 247, 281.110
 248, 281.077
 249, 281.043
 250, 281.008
 251, 280.973
 252, 280.937
 253, 280.900
 254, 280.863
 255, 280.826
 256, 280.788
 257, 280.750
 258, 280.712
 259, 280.675
 260, 280.637
 261, 280.600
 262, 280.563
 263, 280.526
 264, 280.491
 265, 280.455
 266, 280.421
 267, 280.387
 268, 280.355
 269, 280.323
 270, 280.293
 271, 280.264
 272, 280.236
 273, 280.210
 274, 280.185
 275, 280.163
 276, 280.141
 277, 280.121
 278, 280.103
 279, 280.086
 280, 280.070
 281, 280.055
 282, 280.041
 283, 280.028
 284, 280.016
 285, 280.004
 286, 279.993
 287, 279.983
 288, 279.973
 289, 279.962
 290, 279.953
 291, 279.943
 292, 279.933
 293, 279.923
 294, 279.913
 295, 279.902
 296, 279.891
 297, 279.879
 298, 279.867
 299, 279.854
 300, 279.839
 301, 279.824
 302, 279.808
 303, 279.791
 304, 279.772
 305, 279.752
 306, 279.731
 307, 279.708
 308, 279.684
 309, 279.659
 310, 279.633
 311, 279.606
 312, 279.577
 313, 279.547
 314, 279.516
 315, 279.484
 316, 279.451
 317, 279.416
 318, 279.380
 319, 279.343
 320, 279.305
 321, 279.266
 322, 279.226
 323, 279.184
 324, 279.141
 325, 279.097
 326, 279.052
 327, 279.006
 328, 278.959
 329, 278.910
 330, 278.860
 331, 278.810
 332, 278.758
 333, 278.706
 334, 278.652
 335, 278.598
 336, 278.543
 337, 278.488
 338, 278.433
 339, 278.377
 340, 278.320
 341, 278.264
 342, 278.207
 343, 278.150
 344, 278.094
 345, 278.037
 346, 277.981
 347, 277.925
 348, 277.869
 349, 277.814
 350, 277.760
 351, 277.706
 352, 277.653
 353, 277.600
 354, 277.549
 355, 277.498
 356, 277.449
 357, 277.401
 358, 277.354
 359, 277.308
 360, 277.264
 361, 277.221
 362, 277.180
 363, 277.140
 364, 277.103
 365, 277.067
 366, 277.033
 367, 277.001
 368, 276.970
 369, 276.942
 370, 276.915
 371, 276.890
 372, 276.866
 373, 276.844
 374, 276.824
 375, 276.805
 376, 276.787
 377, 276.771
 378, 276.757
 379, 276.743
 380, 276.731
 381, 276.721
 382, 276.711
 383, 276.703
 384, 276.695
 385, 276.689
 386, 276.684
 387, 276.680
 388, 276.677
 389, 276.675
 390, 276.674
 391, 276.674
 392, 276.674
 393, 276.676
 394, 276.678
 395, 276.680
 396, 276.684
 397, 276.688
 398, 276.692
 399, 276.697
 400, 276.703
 401, 276.709
 402, 276.715
 403, 276.722
 404, 276.729
 405, 276.737
 406, 276.744
 407, 276.752
 408, 276.760
 409, 276.768
 410, 276.777
 411, 276.785
 412, 276.793
 413, 276.801
 414, 276.810
 415, 276.818
 416, 276.826
 417, 276.833
 418, 276.841
 419, 276.848
